G,C,B,A,Ia,Ib,Ic,Va,Vb,Vc
158,1,0,0,1,299.30390189999997,62.12295188,-46.63022881,-0.376003514,0.467361901,-0.09135838800000001
159,1,0,0,1,312.0176224,62.64026281,-46.34414094,-0.37491147399999997,0.461247014,-0.086335539
160,1,0,0,1,324.68701560000005,63.14514301,-46.04359366,-0.37370897700000005,0.455018462,-0.081309485
161,1,0,0,1,337.3129659,63.63527303,-45.73085579999999,-0.372390906,0.44867749999999995,-0.076286595
162,1,0,0,1,349.88976319999995,64.11598792,-45.40054875,-0.37096547700000004,0.442225975,-0.07126049799999999
163,1,0,0,1,362.402321,64.59139962,-45.04852325,-0.36944474299999996,0.43566519600000003,-0.066220453
164,1,0,0,1,374.8333455,65.05835486,-44.67790233,-0.367838693,0.428997064,-0.061158370999999996
165,1,0,0,1,387.1642477,65.50544383,-44.30007182,-0.36614959700000005,0.42222294299999996,-0.056073345999999996
166,1,0,0,1,399.3835335,65.92343505,-43.92424633,-0.364377981,0.415344785,-0.050966803
167,1,0,0,1,411.4859257,66.31145962,-43.55128415,-0.36252401700000003,0.40836400700000003,-0.04583999
168,1,0,0,1,423.4754726,66.67780217,-43.17289713,-0.360589795,0.40128261,-0.040692815
169,1,0,0,1,435.3592267,67.0306503,-42.78090044,-0.358573119,0.394102065,-0.035528946
170,1,0,0,1,447.14648789999995,67.37301883,-42.37228912,-0.356468161,0.386824419,-0.030356257999999997
171,1,0,0,1,458.84221720000005,67.70185295,-41.95013413,-0.354266153,0.37945119200000005,-0.025185038
172,1,0,0,1,470.4481063,68.01486714,-41.51674422,-0.35196355700000004,0.37198447799999995,-0.020020921
173,1,0,0,1,481.9591589,68.31286667,-41.07134361,-0.349562695,0.364425846,-0.014863151000000002
174,1,0,0,1,493.3673255,68.59905295,-40.61076746,-0.347071781,0.356777434,-0.009705653
175,1,0,0,1,504.66053550000004,68.87304733,-40.13543725,-0.34449746299999995,0.349040856,-0.004543393
176,1,0,0,1,515.8279570000001,69.13035276,-39.64989991,-0.341843799,0.34121829299999995,0.000625505
177,1,0,0,1,526.8600981000001,69.36460748,-39.16057331,-0.339110685,0.333311405,0.00579928
178,1,0,0,1,537.7531497,69.57377151,-38.66956056,-0.33629862899999996,0.325322412,0.010976218000000001
179,1,0,0,1,548.5067196,69.76062481,-38.17415105,-0.33340771199999997,0.317253015,0.016154697
180,1,0,0,1,559.1247111,69.93066161,-37.66892688,-0.330438407,0.309105476,0.021332931
181,1,0,0,1,569.6106903,70.08666159,-37.15119086,-0.327387951,0.300881536,0.026506415
182,1,0,0,1,579.9679257,70.2283005,-36.62135672,-0.324253044,0.29258349100000003,0.031669552999999996
183,1,0,0,1,590.1959323,70.35347386,-36.0816245,-0.32103064600000003,0.284213122,0.036817524
184,1,0,0,1,600.2922261,70.46204119,-35.53223717,-0.317722287,0.27577276100000003,0.041949525999999994
185,1,0,0,1,610.2507637,70.55510794,-34.97219784,-0.314331843,0.267264225,0.047067618
186,1,0,0,1,620.0648675,70.63359884,-34.40069722,-0.31086479699999997,0.258689877,0.05217492
187,1,0,0,1,629.7266879,70.69556047,-33.81981015,-0.307323943,0.25005157,0.057272374
188,1,0,0,1,639.2304902000001,70.73784358,-33.23281413,-0.303710768,0.241351698,0.06235907
189,1,0,0,1,648.5720159,70.75807321,-32.64221831,-0.300025023,0.23259214399999997,0.067432879
190,1,0,0,1,657.750509,70.75723197,-32.04718102,-0.296267622,0.22377533300000002,0.072492288
191,1,0,0,1,666.7664157,70.73803532,-31.44513362,-0.29243878,0.214903178,0.077535602
192,1,0,0,1,675.6217219,70.70313638,-30.83357647,-0.288538695,0.20597812899999998,0.082560566
193,1,0,0,1,684.3171007999999,70.6528163,-30.21238772,-0.284565732,0.197002129,0.087563603
194,1,0,0,1,692.8525549999999,70.58624329,-29.58256506,-0.280519111,0.18797765,0.09254146099999999
195,1,0,0,1,701.2256741,70.50252338,-28.94517406,-0.27639891,0.178906662,0.097492248
196,1,0,0,1,709.4332283,70.40214461,-28.29990484,-0.272207973,0.16979166,0.10241631300000001
197,1,0,0,1,717.4703089,70.28555635,-27.64649176,-0.267949404,0.160634636,0.107314769
198,1,0,0,1,725.3323740000001,70.1524975,-26.98538615,-0.26362642,0.151438106,0.112188315
199,1,0,0,1,733.0147908,70.00128492,-26.31846687,-0.259240266,0.142204083,0.117036184
200,1,0,0,1,740.5147734,69.83060018,-25.64725443,-0.25479199399999997,0.132935101,0.12185689300000001
201,1,0,0,1,747.8304909,69.64026771,-24.97213191,-0.25028197,0.12363319099999999,0.12664877900000002
202,1,0,0,1,754.9620005,69.43183589,-24.29176469,-0.245711362,0.114300905,0.13141045699999998
203,1,0,0,1,761.9094643,69.20687449,-23.60480206,-0.241080498,0.104940289,0.136140208
204,1,0,0,1,768.6734518999999,68.96624516,-22.91060761,-0.23638973100000002,0.095553908,0.140835824
205,1,0,0,1,775.253284,68.70949384,-22.20986584,-0.231638662,0.08614382300000001,0.14549483800000002
206,1,0,0,1,781.6477913,68.43614776,-21.50328598,-0.22682809399999998,0.07671261,0.150115484
207,1,0,0,1,787.8543879,68.14603454,-20.79128196,-0.22195947600000002,0.067262344,0.154697131
208,1,0,0,1,793.8703207000001,67.83961865,-20.073636800000003,-0.21703561100000002,0.057795607,0.159240004
209,1,0,0,1,799.6921718,67.51689728,-19.35060576,-0.212058771,0.048314485,0.163744286
210,1,0,0,1,805.3172361000001,67.17741593,-18.62290159,-0.20703100800000002,0.038821567,0.168209442
211,1,0,0,1,810.7430737999999,66.82028442,-17.89167755,-0.20195322,0.029318946000000002,0.17263427399999998
212,1,0,0,1,815.9685734,66.44533711,-17.15736803,-0.196826517,0.019809214,0.17701730300000001
213,1,0,0,1,820.9930642,66.05310407,-16.41971645,-0.191651663,0.010294471999999999,0.18135719100000003
214,1,0,0,1,825.816757,65.64472332,-15.67786379,-0.186429853,0.000777312,0.185652541
215,1,0,0,1,830.4395096,65.22084488,-14.931443599999998,-0.18116167800000002,-0.008740161,0.189901839
216,1,0,0,1,834.8611674,64.78162321,-14.18059041,-0.175847962,-0.018255356,0.194103319
217,1,0,0,1,839.0806539999999,64.32669843,-13.4259575,-0.17048939,-0.027766169,0.198255559
218,1,0,0,1,843.0966883,63.85601929,-12.66789479,-0.165087598,-0.037270009,0.202357608
219,1,0,0,1,846.907292,63.3696997,-11.90659131,-0.159644441,-0.046764775,0.206409216
220,1,0,0,1,850.5106906999999,62.8680201,-11.14207469,-0.154162234,-0.056247881,0.210410115
221,1,0,0,1,853.9049552000001,62.35081952,-10.37481808,-0.148642646,-0.06571723,0.214359876
222,1,0,0,1,857.0888460000001,61.81782346,-9.605413124,-0.143087194,-0.075170243,0.218257437
223,1,0,0,1,860.0613636,61.26877635,-8.834436522,-0.137496858,-0.084604829,0.222101687
224,1,0,0,1,862.8223042999999,60.70401554,-8.061876844,-0.131872911,-0.09401842099999999,0.225891332
225,1,0,0,1,865.3715363,60.124130099999995,-7.287474767999999,-0.126216444,-0.10340893400000001,0.22962537800000002
226,1,0,0,1,867.7092736,59.52979723,-6.510887446,-0.120528761,-0.112773814,0.233302575
227,1,0,0,1,869.8353179999999,58.92123414,-5.732235715,-0.114810842,-0.12211098699999999,0.23692182899999997
228,1,0,0,1,871.7494265,58.29846182,-4.951841081,-0.109063931,-0.131417912,0.240481843
229,1,0,0,1,873.4508222999999,57.66136721,-4.170162584,-0.103289319,-0.140692531,0.24398185
230,1,0,0,1,874.9387542000002,57.01010799,-3.387392834,-0.09748882699999999,-0.14993231699999998,0.247421145
231,1,0,0,1,876.2121817,56.34484056,-2.603729038,-0.091664249,-0.15913522800000002,0.250799477
232,1,0,0,1,877.2703637,55.66572308,-1.81937075,-0.08581744699999999,-0.168298757,0.254116205
233,1,0,0,1,878.1125697000001,54.97266364,-1.034770763,-0.079949866,-0.177420878,0.257370745
234,1,0,0,1,878.7385813,54.26566498,-0.250291131,-0.07406291,-0.18649910600000003,0.260562016
235,1,0,0,1,879.148308,53.54485551,0.533828773,-0.068157803,-0.195531435,0.26368923899999996
236,1,0,0,1,879.3420973,52.81069635,1.317678517,-0.062235951,-0.204515403,0.266751354
237,1,0,0,1,879.3202239,52.06363211,2.101328397,-0.05629865,-0.21344902600000001,0.269747677
238,1,0,0,1,879.0831055,51.304035799999994,2.884773516,-0.050347265999999995,-0.222329868,0.272677134
239,1,0,0,1,878.6308550000001,50.53199578,3.66772173,-0.044383052,-0.231155969,0.275539021
240,1,0,0,1,877.9635946000001,49.74759267,4.449869789,-0.038407458,-0.239924921,0.27833237899999996
241,1,0,0,1,877.0811683000001,48.95090154,5.230906432,-0.032422036,-0.248634789,0.281056825
242,1,0,0,1,875.9835383999999,48.14215907,6.010678846,-0.026428543999999998,-0.257283196,0.28371173899999996
243,1,0,0,1,874.6705694,47.32153313,6.788963185,-0.020428671000000002,-0.26586823600000004,0.286296906
244,1,0,0,1,873.1424099,46.48918017,7.565521175,-0.014424023999999999,-0.274387563,0.288811588
245,1,0,0,1,871.3992642000001,45.64515551,8.340011379,-0.00841603,-0.282839303,0.291255333
246,1,0,0,1,869.4416882999999,44.789653,9.112228077000001,-0.002406078,-0.291221143,0.293627221
247,1,0,0,1,867.2702879000001,43.92294671,9.882043937,0.003604452,-0.299531242,0.29592679
248,1,0,0,1,864.8859027000001,43.04544828,10.64946662,0.009614145,-0.307767323,0.298153179
249,1,0,0,1,862.2892652999999,42.15746873,11.41440147,0.015621596000000001,-0.31592758,0.300305983
250,1,0,0,1,859.4811765000001,41.259256799999996,12.176689199999998,0.021625415,-0.324009774,0.302384359
251,1,0,0,1,856.4622443,40.35093001,12.93603784,0.027624158,-0.332012135,0.304387977
252,1,0,0,1,853.2331316,39.43266735,13.69221468,0.033616314,-0.339932466,0.306316152
253,1,0,0,1,849.7943835000001,38.504656,14.44499398,0.039600257,-0.347769035,0.30816877800000003
254,1,0,0,1,846.1466972999999,37.56715613,15.194220999999999,0.045574381,-0.355519686,0.309945305
255,1,0,0,1,842.2907657,36.62035309,15.9396651,0.05153710400000001,-0.36318272799999995,0.311645624
256,1,0,0,1,838.2275128,35.66444197,16.68110363,0.057486989,-0.37075605,0.313269061
257,1,0,0,1,833.9579115,34.69959356,17.41828882,0.06342260200000001,-0.37823800399999996,0.31481540199999997
258,1,0,0,1,829.4831556,33.72609136,18.15108397,0.069342584,-0.38562652399999997,0.31628394
259,1,0,0,1,824.8044377,32.74424259,18.87937554,0.075245483,-0.392920004,0.317674522
260,1,0,0,1,819.9230737,31.75439471,19.603088800000002,0.08112992200000001,-0.40011643,0.318986508
261,1,0,0,1,814.8402909,30.75680119,20.32205466,0.08699444,-0.40721424,0.3202198
262,1,0,0,1,809.5573737000001,29.75169316,21.03608049,0.092837666,-0.414211469,0.321373803
263,1,0,0,1,804.0755128999999,28.73925243,21.74492414,0.098658095,-0.421106605,0.322448511
