G,C,B,A,Ia,Ib,Ic,Va,Vb,Vc
2156,1,0,1,1,861.0107395,-565.8475477000001,4.652617299999999,0.013677986999999999,-0.254751537,0.24107355
2157,1,0,1,1,862.9992823999999,-554.9890911,5.556707189,0.014305907,-0.259075324,0.244769417
2158,1,0,1,1,864.7748978,-543.9937062999999,6.459426045,0.014930297,-0.26333518699999997,0.24840489
2159,1,0,1,1,866.3371478,-532.8641063,7.360551136000001,0.015551001000000002,-0.267530075,0.25197907399999997
2160,1,0,1,1,867.6856468000001,-521.6030371999999,8.259860122000001,0.016167867,-0.271658952,0.255491085
2161,1,0,1,1,868.8200619999999,-510.2132773,9.157131112,0.016780743,-0.2757208,0.258940057
2162,1,0,1,1,869.7401137,-498.6976371,10.05214272,0.017389477,-0.279714617,0.26232514
2163,1,0,1,1,870.4455747999999,-487.05895769999995,10.94467411,0.017993919,-0.283639417,0.265645498
2164,1,0,1,1,870.9362712999999,-475.3001109,11.83450507,0.01859392,-0.287494232,0.268900311
2165,1,0,1,1,871.212082,-463.42399800000004,12.72141604,0.019189333,-0.29127811,0.272088777
2166,1,0,1,1,871.2729389000001,-451.43354919999996,13.605188199999999,0.019780008999999998,-0.294990119,0.27521011
2167,1,0,1,1,871.118827,-439.33172300000007,14.48560348,0.020365803999999998,-0.298629342,0.27826353800000003
2168,1,0,1,1,870.7497844000001,-427.12150539999993,15.36244465,0.020946573,-0.302194882,0.281248309
2169,1,0,1,1,870.165902,-414.805909,16.23549538,0.021522172000000003,-0.30568585800000003,0.284163686
2170,1,0,1,1,869.367324,-402.3879725,17.10454023,0.02209246,-0.309101409,0.28700894899999996
2171,1,0,1,1,868.3542472999999,-389.8707599,17.9693648,0.022657296,-0.312440693,0.289783397
2172,1,0,1,1,867.126922,-377.25735960000003,18.8297557,0.02321654,-0.315702886,0.292486346
2173,1,0,1,1,865.6856508999999,-364.5508838,19.68550065,0.023770054,-0.318887182,0.295117127
2174,1,0,1,1,864.0307895,-351.7544675,20.53638848,0.024317703,-0.321992796,0.297675093
2175,1,0,1,1,862.1627462000001,-338.87126820000003,21.38220928,0.02485935,-0.32501896199999997,0.300159612
2176,1,0,1,1,860.081982,-325.9044645,22.22275433,0.025394862999999997,-0.327964933,0.302570071
2177,1,0,1,1,857.7890100999999,-312.8572559,23.05781626,0.025924107999999998,-0.330829983,0.304905875
2178,1,0,1,1,855.2843964,-299.7328615,23.88718901,0.026446956,-0.33361340300000003,0.307166448
2179,1,0,1,1,852.5687588,-286.5345195,24.71066796,0.026963277,-0.336314509,0.309351232
2180,1,0,1,1,849.6427674,-273.26548660000003,25.52804992,0.027472944,-0.338932632,0.311459688
2181,1,0,1,1,846.5071441,-259.9290365,26.33913322,0.027975831,-0.34146712799999995,0.31349129600000003
2182,1,0,1,1,843.1626626,-246.5284599,27.14371773,0.028471815,-0.34391737,0.315445555
2183,1,0,1,1,839.6101481000001,-233.06706319999998,27.94160494,0.028960772000000003,-0.34628275399999997,0.317321982
2184,1,0,1,1,835.8504771,-219.54816769999996,28.73259798,0.029442582999999998,-0.34856269700000003,0.319120114
2185,1,0,1,1,831.8845772999999,-205.9751091,29.51650168,0.029917127999999998,-0.35075663700000004,0.32083950899999997
2186,1,0,1,1,827.7134272000001,-192.3512363,30.29312262,0.03038429,-0.35286403,0.32247974
2187,1,0,1,1,823.3380559,-178.6799108,31.06226919,0.030843954,-0.354884359,0.324040405
2188,1,0,1,1,818.759543,-164.9645058,31.82375162,0.031296007,-0.356817124,0.32552111699999997
2189,1,0,1,1,813.9790182,-151.2084053,32.577382,0.031740336,-0.35866184799999995,0.32692151199999997
2190,1,0,1,1,808.9976611000001,-137.4150034,33.32297441,0.032176832999999995,-0.360418077,0.328241244
2191,1,0,1,1,803.8167006,-123.58770359999998,34.06034488,0.032605389,-0.362085376,0.329479987
2192,1,0,1,1,798.4374152,-109.7299174,34.78931146,0.033025900000000004,-0.363663335,0.330637435
2193,1,0,1,1,792.861132,-95.84506408,35.50969431,0.03343826,-0.365151564,0.331713304
2194,1,0,1,1,787.0892269999999,-81.93656948,36.22131567,0.033842369,-0.36654969600000004,0.332707327
2195,1,0,1,1,781.1231242,-68.00786534,36.92399996,0.034238127,-0.367857386,0.333619259
2196,1,0,1,1,774.9642957000001,-54.06238835,37.61757381,0.034625436,-0.369074312,0.334448876
2197,1,0,1,1,768.6142612000001,-40.10357935,38.30186609,0.0350042,-0.37020017200000005,0.335195972
2198,1,0,1,1,762.0745873999999,-26.13488247,38.97670795,0.035374326,-0.37123469,0.33586036399999997
2199,1,0,1,1,755.7646786,-12.73246618,39.79686394,0.036483145,-0.37272668299999995,0.33624353799999995
2200,1,0,1,1,749.9752937000001,-0.642328429,40.77749223,0.039100002,-0.375241162,0.33614116
2201,1,0,1,1,744.05557,9.87697338,41.37145367,0.042873666,-0.378520045,0.33564638
2202,1,0,1,1,737.6028974999999,19.08264853,41.35071491,0.047255566,-0.38216021899999997,0.334904653
2203,1,0,1,1,730.8482928,27.35441861,41.17598709,0.052107104,-0.386203725,0.334096622
2204,1,0,1,1,723.8704925,34.59022121,41.20147078,0.057548299000000004,-0.390981422,0.33343312399999997
2205,1,0,1,1,716.4141031,40.54842886,41.20521249,0.063549544,-0.396483432,0.332933888
2206,1,0,1,1,708.3468462000001,45.19349197,40.73712126,0.07001565400000001,-0.402365837,0.332350183
2207,1,0,1,1,700.0470415,48.72938235,39.79681487,0.077062559,-0.408455731,0.331393172
2208,1,0,1,1,691.8085177999999,51.36868493,38.80474967,0.084734017,-0.41490150600000003,0.330167489
2209,1,0,1,1,683.5597026,53.29801260000001,38.10228071,0.092813075,-0.42180978,0.328996705
2210,1,0,1,1,675.2316552999999,54.6507446,37.62058452,0.10113039900000001,-0.42901023899999996,0.32787984
2211,1,0,1,1,666.9258561,55.43623348,37.10837553,0.10974836800000001,-0.436292733,0.326544365
2212,1,0,1,1,658.6535868,55.53380053,36.45724291,0.11875902,-0.443661639,0.32490261800000003
2213,1,0,1,1,650.1712347,54.86669645,35.73193209,0.128024781,-0.45122244200000006,0.323197661
2214,1,0,1,1,641.3129132,53.61137662,35.06166547,0.137276481,-0.45893319299999996,0.321656712
2215,1,0,1,1,632.1466966,52.04601808,34.51857343,0.146355234,-0.466631819,0.320276585
2216,1,0,1,1,622.7356049,50.21679603,34.05122722,0.15528003099999999,-0.474242956,0.318962925
2217,1,0,1,1,613.0218589,47.94936092,33.55465358,0.164146817,-0.48182257100000003,0.317675755
2218,1,0,1,1,603.0114487000001,45.17606135,32.99267582,0.173014597,-0.489396183,0.316381586
2219,1,0,1,1,592.8716506,42.08619257,32.44349396,0.18186807800000002,-0.49687993700000005,0.315011859
2220,1,0,1,1,582.7334574,38.92919674,32.03653977,0.190617805,-0.5041845389999999,0.313566733
2221,1,0,1,1,572.5704951,35.77917395,31.84429632,0.19919094699999998,-0.51131449,0.312123543
2222,1,0,1,1,562.321807,32.54905683,31.82050825,0.207612737,-0.518306629,0.31069389199999997
2223,1,0,1,1,551.9848156,29.16429402,31.85015148,0.215943813,-0.525135122,0.30919130899999997
2224,1,0,1,1,541.5374111000001,25.65356838,31.8640085,0.22414868300000002,-0.531730082,0.307581399
2225,1,0,1,1,530.8907379999999,22.09745804,31.89932807,0.23210236199999998,-0.53806559,0.305963229
2226,1,0,1,1,519.9895411,18.56572139,32.04822531,0.23971648,-0.544166479,0.30444999899999997
2227,1,0,1,1,508.8676289,15.08384908,32.33831588,0.24700783899999998,-0.5500419129999999,0.303034074
2228,1,0,1,1,497.5705461,11.62758755,32.69013824,0.25403920399999996,-0.555656296,0.301617091
2229,1,0,1,1,486.1071026000001,8.160461827999999,33.01609074,0.260852816,-0.560978183,0.300125367
2230,1,0,1,1,474.50425010000004,4.700265052,33.33232946,0.267460947,-0.566014466,0.298553519
2231,1,0,1,1,462.83191910000005,1.328923678,33.73343294,0.273859518,-0.570783147,0.29692363
2232,1,0,1,1,451.1341324,-1.874558166,34.27561986,0.28002636399999997,-0.575274151,0.295247787
2233,1,0,1,1,439.38760410000003,-4.907384028,34.92027608,0.285946823,-0.579463423,0.29351659999999996
2234,1,0,1,1,427.5505723,-7.83162217,35.58935216,0.291641423,-0.583346546,0.291705123
2235,1,0,1,1,415.6061316,-10.69769441,36.24319052,0.297140575,-0.586939902,0.289799327
2236,1,0,1,1,403.5409775,-13.49110458,36.89597999,0.302426507,-0.590250586,0.287824079
2237,1,0,1,1,391.32779,-16.15983672,37.57768475,0.307442551,-0.593268854,0.285826303
2238,1,0,1,1,378.9553073,-18.67476776,38.29916515,0.312162753,-0.595987656,0.283824903
2239,1,0,1,1,366.446804,-21.05788152,39.04149147,0.31662757,-0.59841653,0.28178896
2240,1,0,1,1,353.8334179,-23.35012628,39.77032665,0.320896415,-0.600567176,0.279670761
2241,1,0,1,1,341.1334643,-25.561488600000004,40.46798592,0.324993462,-0.602440045,0.277446583
2242,1,0,1,1,328.3663527,-27.65697938,41.15540638,0.328907932,-0.604030311,0.275122378
2243,1,0,1,1,315.55859910000004,-29.59668731,41.87084636,0.332631012,-0.605342779,0.272711767
2244,1,0,1,1,302.720677,-31.37893265,42.62422022,0.336170776,-0.606389426,0.27021865
2245,1,0,1,1,289.8349649,-33.04162429,43.38089534,0.339543965,-0.607178133,0.267634168
2246,1,0,1,1,276.8768873,-34.62327678,44.09661587,0.34276162,-0.607709354,0.264947735
2247,1,0,1,1,263.8348214,-36.13280039,44.75968336,0.34582181100000003,-0.6079857679999999,0.262163957
2248,1,0,1,1,250.70485730000004,-37.55336874,45.39230015,0.34870861700000005,-0.608016002,0.259307385
2249,1,0,1,1,237.48300469999998,-38.87038745,46.01549102,0.35140825700000006,-0.6078092860000001,0.256401029
2250,1,0,1,1,224.17304069999997,-40.08906365,46.62400301,0.353928124,-0.607369425,0.253441301
2251,1,0,1,1,210.7921631,-41.2304841,47.19522256,0.356297844,-0.606698967,0.250401123
2252,1,0,1,1,197.3613928,-42.31115762,47.71620956,0.35854537,-0.605804106,0.247258736
2253,1,0,1,1,183.89600349999998,-43.32851186,48.19713714,0.36067884,-0.604693983,0.24401514300000002
2254,1,0,1,1,170.4070687,-44.26524675,48.65995527,0.362691397,-0.603375081,0.24068368399999998
2255,1,0,1,1,156.9023271,-45.11221892,49.11514083,0.36458008700000005,-0.601851165,0.237271078
2256,1,0,1,1,143.3800495,-45.88325401,49.55122325,0.366352248,-0.600126548,0.2337743
2257,1,0,1,1,129.8282459,-46.60618045,49.94617161,0.368017955,-0.598208084,0.230190128
2258,1,0,1,1,116.2349894,-47.29815087,50.28823704,0.36957876799999995,-0.596102053,0.22652328600000002
2259,1,0,1,1,102.59668719999999,-47.95562853,50.58388829,0.37102680299999996,-0.593812696,0.22278589199999999
2260,1,0,1,1,88.91583634,-48.56683077,50.84711416,0.37235265799999995,-0.591343496,0.218990837
2261,1,0,1,1,75.19692208,-49.13097388,51.08333976,0.373557167,-0.588699737,0.21514257
2262,1,0,1,1,61.44800712,-49.66035439,51.28594349,0.374653788,-0.585887308,0.21123351899999998
2263,0,1,1,0,41.76445469,-93.94021537,55.02219217,0.5175104939999999,-0.0036854659999999997,-0.513825028
2264,0,1,1,0,42.39434756,-105.03899840000001,65.49402932,0.518491108,-0.008071142,-0.510419967
2265,0,1,1,0,43.01057144,-105.73438290000001,65.56997745,0.511216839,0.003798127,-0.515014966
2266,0,1,1,0,43.61245587,-100.12173890000001,59.34731876,0.499095671,0.025104877999999997,-0.52420055
2267,0,1,1,0,44.20222951,-95.0786425,53.70738196,0.487527065,0.045051809000000005,-0.532578874
2268,0,1,1,0,44.78144874,-96.71760912,54.76369037,0.481172406,0.054318922,-0.535491328
2269,0,1,1,0,45.34959452,-107.4052321,64.88261147,0.48165814700000004,0.049653822,-0.531311968
2270,0,1,1,0,45.905436200000004,-125.06414209999998,81.9869701,0.487184093,0.03465608,-0.521840172
2271,0,1,1,0,46.44793484,-144.4694871,100.8507228,0.493587955,0.017650877,-0.511238832
2272,0,1,1,0,46.97649118,-160.0581824,115.9083211,0.496603095,0.007173852,-0.503776946
2273,0,1,1,0,47.49111419,-168.6190035,123.94822309999999,0.493881184,0.007923296,-0.501804479
2274,0,1,1,0,47.99246032,-170.66441890000002,125.4858114,0.486010127,0.01872362,-0.5047337470000001
2275,0,1,1,0,48.481083899999994,-169.81137859999998,124.14064440000001,0.475913112,0.03372879,-0.509641902
2276,0,1,1,0,48.95696749,-170.83459109999998,124.68715890000001,0.467315655,0.045489555,-0.51280521
2277,0,1,1,0,49.41979491,-177.2163333,130.6063991,0.46282111600000003,0.048801269,-0.511622385
2278,0,1,1,0,49.86886453,-189.6151483,142.5560929,0.46280472200000006,0.042914701,-0.505719424
2279,0,1,1,0,50.30319173,-205.7566032,158.26112519999998,0.465377937,0.031607643,-0.49698558
2280,0,1,1,0,50.72247058,-221.80932630000004,173.8899196,0.467537505,0.020888083999999998,-0.488425589
2281,0,1,1,0,51.12747406,-234.3203915,185.99074230000002,0.46665709,0.016010802,-0.482667891
2282,0,1,1,0,51.5190464,-241.8823256,193.15786809999997,0.461768041,0.018914935,-0.48068297600000004
2283,0,1,1,0,51.89704816,-245.5970523,196.4938175,0.453838635,0.027665172999999998,-0.481503809
2284,0,1,1,0,52.26075855,-248.3624141,198.89567649999998,0.445185202,0.03763032,-0.48281552200000005
2285,0,1,1,0,52.60969991,-253.2911844,203.4752716,0.43820408899999996,0.04401970400000001,-0.48222379299999996
2286,0,1,1,0,52.943596400000004,-262.222929,212.0714805,0.43424961799999995,0.044126878,-0.478376495
2287,0,1,1,0,53.26221347,-274.914308,224.44090640000002,0.43303423799999996,0.038528739,-0.47156297700000005
2288,0,1,1,0,53.565689500000005,-289.36206810000004,238.58116890000002,0.432943652,0.030455605,-0.46339925600000004
2289,0,1,1,0,53.85454714,-302.8856983,251.8130466,0.431892985,0.024079253,-0.455972238
2290,0,1,1,0,54.12906311,-313.501103,262.1529121,0.42840314,0.022360226,-0.450763366
2291,0,1,1,0,54.388880500000006,-320.78740980000003,269.1793374,0.4222305,0.025787938,-0.44801843799999996
2292,0,1,1,0,54.63340681,-325.97968019999996,274.126627,0.414408756,0.032297041,-0.446705797
2293,0,1,1,0,54.86229263,-331.20581289999996,279.12232689999996,0.40661465700000005,0.03853617,-0.44515082799999994
2294,0,1,1,0,55.07550665,-338.4091779,286.1097655,0.40033416200000005,0.041535849,-0.441870011
2295,0,1,1,0,55.27325721,-348.4030968,295.9026982,0.39613795399999996,0.040157183,-0.43629513700000006
2296,0,1,1,0,55.45585853,-360.5967721,307.9111603,0.39351017299999996,0.035434271,-0.428944445
2297,0,1,1,0,55.62345247,-373.3752787,320.5207985,0.391166296,0.029938512,-0.421104807
2298,0,1,1,0,55.77584443,-384.9838323,331.9765332,0.38776004799999997,0.026364999,-0.414125047
2299,0,1,1,0,55.91267287,-394.3612007,341.2164103,0.38251551799999994,0.026268213,-0.40878373100000004
2300,0,1,1,0,56.03368626,-401.6095099,348.3421293,0.37557307799999995,0.029370051,-0.404943129
2301,0,1,1,0,56.1388264,-407.824259,354.4492754,0.36782459100000003,0.033889361,-0.40171395200000004
2302,0,1,1,0,56.22821364,-414.4996588,361.0324167,0.360439509,0.03748993,-0.397929439
2303,0,1,1,0,56.30209681,-422.7552323,369.21157900000003,0.354261216,0.038487798999999996,-0.392749014
2304,0,1,1,0,56.36066047,-432.8450682,379.2411987,0.34944655399999996,0.036572151000000004,-0.386018705
2305,0,1,1,0,56.40381732,-444.0902935,390.44230600000003,0.34543334200000003,0.032870176,-0.378303519
2306,0,1,1,0,56.43128471,-455.3003711,401.6238694,0.34128832200000003,0.02925126,-0.37053958200000003
2307,0,1,1,0,56.44285964,-465.3715194,411.6817098,0.336173965,0.027393411,-0.363567376
2308,0,1,1,0,56.43855131,-473.82446569999996,420.1365194,0.329757946,0.027964315,-0.35772226100000004
2309,0,1,1,0,56.41849601,-480.96485939999997,427.29422029999995,0.32231742399999996,0.030412678,-0.35273010200000005
2310,0,1,1,0,56.38286003,-487.6823534,434.0448154,0.314566929,0.033312487,-0.347879416
2311,0,1,1,0,56.33177136,-494.95665089999994,441.36825480000005,0.30726601,0.035147745,-0.342413755
2312,0,1,1,0,56.26523069,-503.39063669999996,449.8673414,0.300861891,0.035027191,-0.33588908100000003
2313,0,1,1,0,56.1830941,-512.9373023,459.49470369999995,0.295290891,0.033081399,-0.328372289
2314,0,1,1,0,56.08521328,-522.9891681,469.64250419999996,0.290063513,0.030292593,-0.32035610600000003
2315,0,1,1,0,55.97158336,-532.704149,479.4685948,0.284527483,0.027968577999999997,-0.312496061
2316,0,1,1,0,55.84234254,-541.4414957,488.33239810000003,0.278205369,0.027067541,-0.305272909
2317,0,1,1,0,55.69766541,-549.0396068,496.07254810000006,0.271001607,0.027783963999999998,-0.298785571
2318,0,1,1,0,55.53767467,-555.8629065,503.05359919999995,0.26322478,0.029504068999999997,-0.29272884899999996
2319,0,1,1,0,55.3623943,-562.5689828,509.93308830000007,0.255397789,0.031185453999999998,-0.286583242
2320,0,1,1,0,55.17175908,-569.7764546,517.3293668,0.24799592,0.031880996,-0.27987691600000003
2321,0,1,1,0,54.96569716,-577.7586691,525.5154813999999,0.24121621,0.03120012,-0.27241633
2322,0,1,1,0,54.74422937,-586.3502507000001,534.3259235,0.234913512,0.029436648,-0.26435016
2323,0,1,1,0,54.50748206,-595.0528801,543.2624676,0.228694366,0.027381041000000002,-0.256075407
2324,0,1,1,0,54.25561948,-603.3116504,551.7703575,0.222133949,0.025886525,-0.248020474
2325,0,1,1,0,53.98877155,-610.7763921,559.4994936,0.214978771,0.025463686,-0.240442458
2326,0,1,1,0,53.70700034,-617.4603092,566.4629915,0.207259787,0.026054265,-0.233314052
2327,0,1,1,0,53.41030202,-623.6926802,572.989917,0.199249492,0.027116927000000002,-0.22636641899999999
2328,0,1,1,0,53.09865845,-629.9405107999999,579.5470196,0.191315302,0.027920534,-0.219235835
2329,0,1,1,0,52.77211186,-636.5626449,586.4929980000001,0.18373152399999998,0.027920185,-0.211651709
2330,0,1,1,0,52.43079279,-643.6528994,593.9216733,0.176559833,0.026996285,-0.203556118
2331,0,1,1,0,52.07487036,-651.0087052,601.6305576000001,0.169635178,0.025482707,-0.195117885
2332,0,1,1,0,51.70448628,-658.2600704,609.2496745,0.162668561,0.023961238,-0.186629798
2333,0,1,1,0,51.31972722,-665.0536057999999,616.4255379,0.155394666,0.022966321,-0.17836098600000003
2334,0,1,1,0,50.920637799999994,-671.2269435,622.9955769999999,0.147701055,0.02272667,-0.170427725
2335,0,1,1,0,50.50725372,-676.862748,629.042232,0.139667693,0.023086212000000002,-0.162753905
2336,0,1,1,0,50.07964641,-682.2334179999999,634.8377353999999,0.131515153,0.023607676,-0.155122829
2337,0,1,1,0,49.63794736,-687.646437,640.689522,0.123485367,0.023811092000000002,-0.147296459
2338,0,1,1,0,49.18232658,-693.2984597999999,646.7942546,0.11572607900000001,0.023404882999999998,-0.139130962
2339,0,1,1,0,48.71294228,-699.1832152000001,653.1456387000001,0.108227065,0.022413431,-0.130640496
2340,0,1,1,0,48.22991104,-705.1165588,659.5594095,0.100840866,0.021135601,-0.12197646599999999
2341,0,1,1,0,47.73331434,-710.8337395,665.7706239,0.09336509900000001,0.019980117,-0.113345216
2342,0,1,1,0,47.22322834,-716.1280929,671.5724,0.085646551,0.019257378999999998,-0.10490393
2343,0,1,1,0,46.69975515,-720.9394053999999,676.9043531000001,0.077650687,0.019040445,-0.096691132
2344,0,1,1,0,46.16304,-725.3745292,681.8732351,0.069469861,0.019148604,-0.088618465
2345,0,1,1,0,45.61325782,-729.6359544,686.6814923999999,0.061268315,0.019257382,-0.08052569799999999
2346,0,1,1,0,45.05057961,-733.9200939,691.5254715,0.053198455,0.019065988,-0.072264443
2347,0,1,1,0,44.47514695,-738.3178813999999,696.4959746000001,0.045329042,0.018440926,-0.063769968
2348,0,1,1,0,43.88707535,-742.7836409,701.5471262,0.037620449,0.017465493000000002,-0.055085942
2349,0,1,1,0,43.28647559,-747.1636354,706.5249769999999,0.02995373,0.016381622,-0.046335352
2350,0,1,1,0,42.67347727,-751.282674,711.2541491000001,0.022195621000000002,0.015459891000000002,-0.037655512
2351,0,1,1,0,42.04824037,-755.0254847,715.6192401000001,0.01426487,0.014866862,-0.029131732
2352,0,1,1,0,41.41094879,-758.3902836,719.6183699,0.00616769,0.014594166,-0.020761856000000002
2353,0,1,1,0,40.76178696,-761.4754982999999,723.3498661,-0.002011521,0.014477068000000001,-0.012465546999999999
2354,0,1,1,0,40.10091956,-764.4268768,726.9593249,-0.010156849,0.014287806,-0.004130957
2355,0,1,1,0,39.42849037,-767.3591345,730.5612629999999,-0.018177999,0.013849853999999998,0.004328145
2356,0,1,1,0,38.74463939,-770.3062308,734.18942,-0.026051106,0.01311955,0.012931557
2357,0,1,1,0,38.04952091,-773.2079997999999,737.7834339999999,-0.033823068,0.012194753000000001,0.021628316
2358,0,1,1,0,37.34331218,-775.949809,741.2285109000001,-0.041582627000000004,0.011257008999999998,0.030325617000000003
2359,0,1,1,0,36.62620801,-778.4187185,744.4115802,-0.049412473,0.010475764,0.038936709
2360,0,1,1,0,35.89840576,-780.5602222,747.2779998,-0.057349784,0.009929424000000001,0.04742036
2361,0,1,1,0,35.16008991,-782.3960915,749.8493739,-0.065370477,0.009573876,0.055796600999999994
2362,0,1,1,0,34.41142954,-784.0097883,752.2089557999999,-0.073405949,0.009275957,0.064129992
2363,0,1,1,0,33.6525894,-785.4978583999999,754.4530692000001,-0.08137805299999999,0.008883415,0.072494638
2364,0,1,1,0,32.883744899999996,-786.9246198,756.6458205,-0.08923754699999999,0.008301791999999999,0.080935755
2365,0,1,1,0,32.10508897,-788.2910012,758.7879569,-0.096983399,0.007533049,0.08945035
2366,0,1,1,0,31.31682859,-789.5416592,760.8239715,-0.104659289,0.006668556,0.09799073300000001
2367,0,1,1,0,30.51917352,-790.5936682999999,762.6707767000001,-0.112326778,0.005835437,0.10649134099999999
2368,0,1,1,0,29.71232549,-791.3808369,764.2619937000001,-0.120034349,0.005134646,0.114899703
2369,0,1,1,0,28.89647498,-791.8815905,765.5758339,-0.127793133,0.0045924220000000005,0.12320071099999999
2370,0,1,1,0,28.07180863,-792.1275056,766.6436434999999,-0.135574997,0.004156461,0.131418536
2371,0,1,1,0,27.23852018,-792.1812232999999,767.5278423999999,-0.143327326,0.0037254790000000003,0.139601847
2372,0,1,1,0,26.39681682,-792.1055259999999,768.2910102000001,-0.151000747,0.0032046609999999997,0.147796086
2373,0,1,1,0,25.54691666,-791.9309411,768.9634894,-0.158570465,0.002548335,0.15602213
2374,0,1,1,0,24.68904094,-791.6456001,769.533224,-0.166046472,0.001780379,0.164266093
2375,0,1,1,0,23.82340572,-791.2025709,769.9530804,-0.173463586,0.000974312,0.172489275
2376,0,1,1,0,22.95021921,-790.5471625,770.1681427,-0.18086300000000002,0.00021637299999999998,0.180646627
2377,0,1,1,0,22.06968615,-789.6420735,770.1408743,-0.188269705,-0.000439612,0.188709317
2378,0,1,1,0,21.18201611,-788.4855221,769.8692609,-0.195682303,-0.000992625,0.196674928
2379,0,1,1,0,20.28742857,-787.1074005,769.382978,-0.20307371100000002,-0.001493039,0.20456675
2380,0,1,1,0,19.38615173,-785.5537969999999,768.7279081,-0.210406869,-0.0020112000000000003,0.212418069
2381,0,1,1,0,18.47841651,-783.8619173,767.9410527000001,-0.217651204,-0.00260451,0.220255714
2382,0,1,1,0,17.56445067,-782.0444985,767.034932,-0.224797298,-0.003288083,0.228085381
2383,0,1,1,0,16.64447638,-780.0843926,765.9921669,-0.231857393,-0.00403374,0.235891133
2384,0,1,1,0,15.71871319,-777.9468832,764.7777985,-0.238858183,-0.004784425,0.24364260699999998
2385,0,1,1,0,14.78738357,-775.5966532000001,763.3562706,-0.24582451800000002,-0.0054867959999999995,0.251311313
2386,0,1,1,0,13.85071722,-773.0163084,761.7099585,-0.252768153,-0.006113731999999999,0.258881886
2387,0,1,1,0,12.90895046,-770.2121172000001,759.8449113,-0.259681,-0.006677832,0.266358832
2388,0,1,1,0,11.96232212,-767.2104211,757.7872507999999,-0.266541275,-0.0072191090000000005,0.27376038399999997
2389,0,1,1,0,11.01106884,-764.0422734,755.5678038,-0.273322962,-0.0077860790000000004,0.281109041
2390,0,1,1,0,10.05542328,-760.7295091,753.2081661000001,-0.28000926600000003,-0.008408844,0.28841811
2391,0,1,1,0,9.095615932000001,-757.2741706,750.7101343999999,-0.286597738,-0.009088848,0.29568658600000003
2392,0,1,1,0,8.131879181,-753.6606031,748.0578076,-0.293100817,-0.009797794,0.30289861100000004
2393,0,1,1,0,7.164450448999999,-749.8637610000001,745.2259022000001,-0.299536425,-0.010496456000000001,0.31003288
2394,0,1,1,0,6.193572211,-745.8634324,742.1939749,-0.305919465,-0.011151675,0.31707114
2395,0,1,1,0,5.21948888,-741.6529316000001,738.9551109,-0.312252789,-0.011754438999999998,0.324007228
2396,0,1,1,0,4.242443385,-737.2425175,735.5193336,-0.31852745,-0.012319368,0.330846818
2397,0,1,1,0,3.2626755469999997,-732.6524971,731.9067072,-0.324725922,-0.012878276000000001,0.33760419799999997
2398,0,1,1,0,2.280423378,-727.9039355,728.1380471,-0.33083187,-0.013460638,0.344292508
2399,0,1,1,0,1.295925871,-723.0080417,724.2243139,-0.33683585,-0.014082183,0.35091803299999996
2400,0,1,1,0,0.30942549,-717.9629438,720.163391,-0.342739873,-0.014735775,0.357475648
2401,0,1,1,0,-0.678831733,-712.7553927,715.9417919,-0.348553435,-0.015399345,0.36395278
2402,0,1,1,0,-1.6685982190000002,-707.3694311,711.5433222999999,-0.354288919,-0.016045095,0.370334014
2403,0,1,1,0,-2.659627609,-701.794087,706.9567708,-0.35995340299999995,-0.016655879,0.376609281
2404,0,1,1,0,-3.6516760219999997,-696.029546,702.1820769,-0.365546314,-0.017229895,0.382776209
2405,0,1,1,0,-4.644501358,-690.0859841,697.229167,-0.371058415,-0.017782718,0.38884113299999995
2406,0,1,1,0,-5.637861148,-683.9791318,692.1135211,-0.37647759299999994,-0.018335716999999998,0.39481331
2407,0,1,1,0,-6.631510801,-677.7221913,686.8480957,-0.38179303600000003,-0.018907705,0.400700741
2408,0,1,1,0,-7.625203277000001,-671.3210117000001,681.4384980000001,-0.38700092700000005,-0.01950355,0.40650447700000003
2409,0,1,1,0,-8.618690596,-664.7719476,675.8808432,-0.39210383299999996,-0.020115401,0.412219235
2410,0,1,1,0,-9.611725799,-658.0657376,670.1656281,-0.397109527,-0.020725046,0.417834573
2411,0,1,1,0,-10.60406414,-651.1925677,664.2827933,-0.40202499399999997,-0.021315891,0.423340884
2412,0,1,1,0,-11.59546259,-644.1481577000001,658.2278097,-0.40685373700000005,-0.021878357,0.428732094
2413,0,1,1,0,-12.58567843,-636.9355526,652.0034742,-0.411592632,-0.022416172,0.434008805
2414,0,1,1,0,-13.57446777,-629.5643532,645.6191422,-0.41623459100000004,-0.022941042999999998,0.439175634
2415,0,1,1,0,-14.561585399999998,-622.0458151,639.0858279,-0.42077060299999997,-0.023468568999999998,0.444239172
2416,0,1,1,0,-15.54678565,-614.3886175,632.4119707,-0.42519482700000005,-0.024008064,0.44920289
2417,0,1,1,0,-16.52982397,-606.5952563999999,625.5998266,-0.429505477,-0.024560782000000003,0.45406625899999997
2418,0,1,1,0,-17.5104578,-598.6627045,618.6461253,-0.433705925,-0.025117716000000002,0.458823641
2419,0,1,1,0,-18.48844642,-590.5847569,611.5444177,-0.43780103299999995,-0.025666932000000003,0.463467965
2420,0,1,1,0,-19.46354986,-582.356629,604.2896745,-0.441795273,-0.026197328,0.46799260200000004
2421,0,1,1,0,-20.43552794,-573.9776206,596.8809546,-0.44568905799999997,-0.026705978999999998,0.472395037
